state,year,entity_type,purpose,ref_required,ref_threshold,ref_variation_type,op_codable,op_any_hurdle,op_ballot_required,op_referendum_strict,op_ordinal,op_threshold_num,op_supermajority,verified,data_status
AK,2022,authority,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2023,authority,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2024,authority,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2025,authority,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2026,authority,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2005,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2006,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2007,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2008,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2009,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2010,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2011,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2012,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2013,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2014,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2015,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2016,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2017,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2018,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2019,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2020,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2021,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2022,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2023,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2024,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2025,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2026,county,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2005,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2006,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2007,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2008,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2009,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2010,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2011,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2012,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2013,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2014,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2015,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2016,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2017,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2018,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2019,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2020,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2021,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2022,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2023,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2024,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2025,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2026,county,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2005,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2006,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2007,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2008,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2009,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2010,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2011,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2012,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2013,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2014,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2015,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2016,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2017,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2018,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2019,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2020,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2021,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2022,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2023,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2024,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2025,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2026,county,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2005,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2006,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2007,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2008,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2009,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2010,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2011,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2012,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2013,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2014,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2015,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2016,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2017,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2018,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2019,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2020,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2021,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2022,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2023,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2024,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2025,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2026,county,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2005,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2006,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2007,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2008,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2009,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2010,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2011,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2012,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2013,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2014,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2015,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2016,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2017,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2018,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2019,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2020,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2021,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2022,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2023,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2024,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2025,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2026,municipality,general_tax,mandatory,50,entity_class,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2005,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2006,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2007,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2008,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2009,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2010,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2011,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2012,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2013,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2014,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2015,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2016,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2017,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2018,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2019,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2020,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2021,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2022,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2023,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2024,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2025,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2026,municipality,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2005,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2006,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2007,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2008,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2009,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2010,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2011,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2012,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2013,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2014,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2015,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2016,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2017,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2018,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2019,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2020,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2021,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2022,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2023,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2024,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2025,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2026,municipality,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2005,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2006,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2007,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2008,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2009,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2010,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2011,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2012,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2013,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2014,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2015,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2016,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2017,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2018,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2019,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2020,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2021,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2022,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2023,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2024,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2025,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2026,municipality,special_tax,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2005,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2006,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2007,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2008,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2009,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2010,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2011,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2012,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2013,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2014,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2015,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2016,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2017,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2018,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2019,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2020,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2021,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2022,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2023,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2024,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2025,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2026,school_district,go_debt,mandatory,50,none,1,1,1,1,3,50.0,0,0,PRELIMINARY_pass1_AI_unverified
AK,2005,school_district,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2006,school_district,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2007,school_district,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2008,school_district,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2009,school_district,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2010,school_district,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2011,school_district,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
AK,2012,school_district,revenue_debt,none,NA,none,1,0,0,0,0,,,0,PRELIMINARY_pass1_AI_unverified
