measure_class,dor_code,municipality,fiscal_year,vote_date,description,department,amount,result,votes_yes,votes_no
debt_exclusion,320,Wenham,2007,2006-05-11,Rehab Of Historic Town Hall And Police Station Project,General Government,,Pass,429,111
debt_exclusion,081,Dunstable,2008,2006-05-15,Purchase Of Property On High Street,General Government,,Pass,336,265
debt_exclusion,111,Granby,2009,2006-05-15,Purchase An Ambulance For The Ambulance Department,Public Safety,,Pass,419,406
debt_exclusion,111,Granby,2009,2006-05-15,Purchase A Heavy Dump Truck/Sander For The Highway Department,Public Works and Facilities,,Fail,327,494
debt_exclusion,139,Hopkinton,2007,2006-05-15,Provide For Construction And Development Of Athletic Fields,Culture and Recreation,,Fail,2157,2247
debt_exclusion,139,Hopkinton,2007,2006-05-15,"Provide Plans Designs, Cost Estimates And Bid Documnts For Middle School",School,,Pass,2465,1923
debt_exclusion,283,Stockbridge,2007,2006-05-15,Plain School Town Office Conversion Project,General Government,,Pass,252,153
debt_exclusion,096,Falmouth,2007,2006-05-16,"Construction, Renovation And Addition To Eh Falmouth Public Library On Katherine Lee Bates Road",Culture and Recreation,,Pass,4064,2860
debt_exclusion,126,Harwich,2007,2006-05-16,Fund Road Maintenance,Public Works and Facilities,,Pass,1601,736
debt_exclusion,126,Harwich,2007,2006-05-16,Fund Renovation Of Golf Bunkers And Expansion Of Golf Course Driving Range At Cranberry Valley Golf Course,Culture and Recreation,,Pass,1318,1049
debt_exclusion,126,Harwich,2007,2006-05-16,"Fund Completion Of Design, Engineering, Bid Development And Replacement Of Roof At Middle School",School,,Pass,1736,620
debt_exclusion,126,Harwich,2007,2006-05-16,"Design, Engineering, Bid Development Of Partial Replacemtn Of High School Roof Including Removal Of Current Roofing And Decking",School,,Pass,1792,559
debt_exclusion,126,Harwich,2007,2006-05-16,Purchase Parcel Of Land Locat4d Ons Out Side Of Route 28 As Parcel H4,General Government,,Pass,1382,882
debt_exclusion,224,Orleans,2007,2006-05-16,Purchase Of Large Capacity Trash Compactors-Trailers-At Transfer Station,Public Works and Facilities,,Pass,236,42
debt_exclusion,015,Athol,2006,2006-05-22,Finance Reconst. Of Towns Sewage Plant Consisting Of Upgrades,Public Works and Facilities,,Pass,1126,899
debt_exclusion,015,Athol,2006,2006-05-22,Repairs To Properties Located At Marble Street And For Purpose Of A Library Comm. Center,Culture and Recreation,,Fail,658,1367
debt_exclusion,136,Holliston,2007,2006-05-23,"Remodel, Renovate, Reconstruct And Expand Police Station",Public Safety,,Fail,919,981
capital_exclusion,169,Marion,2007,2006-05-30,"Gas Well Installations; Environmental Monitoring, Engineering And Related Costs Of On Going Closure Of Benson Brook Landfill",PUBLIC WORKS & FACILITIES,125000,Pass,727,499
debt_exclusion,073,Dedham,2007,2006-06-03,Purchase Property At 337 Common Street And Pay For Design And Reno. Of Existing Improvements,General Government,,Pass,1506,1502
debt_exclusion,307,Walpole,2007,2006-06-03,Equipping And Furnishing A New Public Safety Facility,Public Safety,,Fail,1250,1658
capital_exclusion,331,Westhampton,2007,2006-06-03,Purchasing A Loader For The Highway Department,PUBLIC WORKS & FACILITIES,86000,Pass,111,95
debt_exclusion,175,Medfield,2007,2006-06-05,"Pay For Design, Construction, Furnishing And Equipping Of Adult Community Center",Culture and Recreation,,Pass,1440,589
debt_exclusion,067,Concord,2007,2006-06-06,"Replacement Of Intercom Systems-Hardware, Safety Systems In Science Labs",School,,Pass,1209,778
debt_exclusion,197,Nantucket,2007,2006-06-06,"Repairs/Improvements To Childrens Beach Boat Ramp; Safety Comm. Systems, Construct, Etc Stormwater Drainage Improvements; Improv. To Elemen. Middle And High School",General Government,,Pass,562,336
debt_exclusion,067,Concord,2007,2006-06-08,Funding Towns Apportioned Share Of The Concord-Carlisle Regional School District,School,,Pass,3485,1795
debt_exclusion,067,Concord,2007,2006-06-08,Funding Town Apportioned Share Of The Concord-Carlise Regional School District,School,,Pass,3160,2132
debt_exclusion,051,Carlisle,2007,2006-06-09,Finance Purchase Of A Fire Truck For The Fire Department,Public Safety,,Pass,630,318
debt_exclusion,244,Randolph,2007,2006-06-10,Funding Whitma-Hanson Regional School District,School,,Fail,447,600
debt_exclusion,295,Tewksbury,2007,2006-06-10,Pay For Furniture And Computer Equipment For High School,School,,Pass,2528,2346
debt_exclusion,135,Holland,2007,2006-06-12,"Build Highway Complex, Buy Highway Truck, Build Senior Center, Reval Contract And 2007 Fire Truck",General Government,,Pass,126,81
capital_exclusion,012,Ashby,2007,2006-06-13,Paying For A New Fire Truck,PUBLIC SAFETY,348092,Pass,320,127
debt_exclusion,085,East Longmeadow,2008,2006-06-13,Construction Of 12 Elementary Classrooms,School,,Pass,913,416
debt_exclusion,218,Norton,2007,2006-06-13,"Funding Police Department, Fire Department And School Department",General Operating,,Fail,2422,3457
debt_exclusion,140,Hubbardston,2007,2006-06-14,Purchase A Used Rubber-Tire Excavator For The Highway Department,Public Works and Facilities,,Fail,155,252
debt_exclusion,140,Hubbardston,2007,2006-06-14,Purchasing A New Cruiser For The Police Department,Public Safety,,Fail,128,277
debt_exclusion,140,Hubbardston,2007,2006-06-14,Purchase Of A Ford Expedition For The Police Department,Public Safety,,Fail,146,262
debt_exclusion,140,Hubbardston,2007,2006-06-14,Refurbishing Of Engine #1 For The Fire Department,Public Safety,,Fail,183,222
debt_exclusion,140,Hubbardston,2007,2006-06-14,Purchase Of A Pumper Tanker For Fire Department,Public Safety,,Fail,167,239
debt_exclusion,140,Hubbardston,2007,2006-06-14,Purchase Of Three Replacement Plows For The Highway Department,Public Works and Facilities,,Fail,182,223
debt_exclusion,140,Hubbardston,2007,2006-06-14,Purchase Of A Grader For The Highway Department,Public Works and Facilities,,Fail,174,232
debt_exclusion,140,Hubbardston,2007,2006-06-14,Purchase Of A 6 Wheel Dump Truck For The Highway Department,Public Works and Facilities,,Fail,161,244
debt_exclusion,069,Cummington,2009,2006-06-17,Construct A Public Safety Complex,Public Safety,,Pass,159,73
capital_exclusion,265,Seekonk,2007,2006-06-19,Municipal Capital Stabilization Fund,GENERAL OPERATING,750000,Fail,1909,3554
debt_exclusion,287,Sturbridge,2007,2006-06-19,Renovate Town Hall And Center School Buildings,General Government,,Fail,191,280
debt_exclusion,011,Ashburnham,2007,2006-06-20,Reconstruct-Repairs-Equipping Ashburnham-Westminster Regional School,School,,Pass,190,176
debt_exclusion,011,Ashburnham,2007,2006-06-20,Purchase A New Fire Engine,Public Safety,,Pass,183,181
capital_exclusion,011,Ashburnham,2007,2006-06-20,Reconstruction Of Town Roads,PUBLIC WORKS & FACILITIES,170000,Pass,218,145
capital_exclusion,011,Ashburnham,2007,2006-06-20,Ashburnhams Share Of Capital Expenses Of Ashburnham-Westminster Regional School,SCHOOL,150000,Pass,224,140
debt_exclusion,134,Holden,2007,2006-06-20,Construct A Public Safety Building Including All Costs,Public Safety,,Fail,1549,2371
capital_exclusion,217,Northfield,2007,2006-06-20,Carrying Out Projects At The Pioneer Valley Regional School,SCHOOL,23954,Fail,144,229
capital_exclusion,217,Northfield,2007,2006-06-20,Carrying Out Capital Projects At Pioneer Valley Regional School Central Office,SCHOOL,12916,Fail,139,234
capital_exclusion,217,Northfield,2007,2006-06-20,Purchase 3/4 Ton Truck For Highway Department,PUBLIC WORKS & FACILITIES,38000,Fail,130,243
capital_exclusion,217,Northfield,2007,2006-06-20,Carrying Out Projects At The Northfield Elementary School,SCHOOL,5500,Fail,181,192
capital_exclusion,332,Westminster,2007,2006-06-20,Funding Capital Items For Ashburnham-Westminster Regional School District,SCHOOL,150000,Pass,279,198
debt_exclusion,257,Rutland,2008,2006-06-21,Purchase A Fire Pumper Apparatus And Related Equipment,Public Safety,,Pass,508,188
debt_exclusion,257,Rutland,2008,2006-06-21,Purchase A Fire Tanker Apparatus And Related Equipment To Replace A 1972 Tanker Apparatus,Public Safety,,Pass,492,202
debt_exclusion,110,Grafton,2007,2006-06-26,Construction Of A New Fire Station,Public Safety,,Pass,614,317
debt_exclusion,235,Phillipston,2007,2006-06-27,Purchase Parcels Of Land On South Side Of The Common,General Government,,Pass,129,111
debt_exclusion,334,Westport,2007,2006-06-27,"Construct, Equip And Furnish A New Public Safety Facility",Public Safety,,Fail,1069,1369
debt_exclusion,334,Westport,2007,2006-06-27,"Acquire Land For Purposes Of Open Space, Recreation, Conversation, Etc.",Public Works and Facilities,,Pass,1310,1127
debt_exclusion,334,Westport,2007,2006-06-27,"Department Equipment,  Computers, Repairs To Town Facilities,  Rec Facilities, Const. Septic Systems",General Government,,Fail,1136,1291
debt_exclusion,117,Hadley,2007,2006-07-10,Purchase A Van For The Council On Aging,Culture and Recreation,,Pass,188,103
debt_exclusion,343,Winchendon,2007,2006-07-10,"Design, Const. Of All Necessary Extensions To Wastewater Collection System",Public Works and Facilities,,Fail,780,1182
debt_exclusion,337,Whately,2007,2006-07-18,Convert Whately Youth Center Into Police Station,Public Safety,,Fail,286,337
debt_exclusion,340,Williamsburg,2007,2006-07-24,School Operating Budget,School,,Pass,442,327
capital_exclusion,276,Southampton,2007,2006-07-31,New Ford Explorer To Replace The 1997 Crown Victoria Fire Chiefs Vehicle,PUBLIC SAFETY,32000,Fail,286,642
debt_exclusion,234,Petersham,2007,2006-08-07,"Finance Building Addition To Police Station To Include Garage, Lav/Water Facilities",Public Safety,,Pass,130,66
debt_exclusion,072,Dartmouth,2007,2006-08-15,"Payment Of Ongoing Medical Expenses For Public Safety Officer, David Mellow",Public Safety,,Fail,1962,2119
debt_exclusion,072,Dartmouth,2007,2006-08-15,"Design, Construct, Equip And Furnish A New Library Upon Town Land",Culture and Recreation,,Fail,1423,2694
debt_exclusion,076,Dighton,2007,2006-08-22,"Finance, Design, Construction, And Equipping And Furnishing A New Public Library Facility",Culture and Recreation,,Fail,428,494
debt_exclusion,320,Wenham,2008,2006-09-14,Infrastructure Repairs And Replacements To Town Roads,Public Works and Facilities,,Pass,234,22
debt_exclusion,239,Plymouth,2007,2006-09-19,Designing And Const A New High School And Constructing A New Senior Center,General Government,,Pass,8728,7784
debt_exclusion,237,Plainfield,2009,2006-10-14,Pay For Public Safety Building Complex,Public Safety,,Pass,59,11
debt_exclusion,197,Nantucket,2008,2006-10-31,Bonds Issued To Finance Surfside Wastewater Treatment Facility,Public Works and Facilities,,Pass,391,193
debt_exclusion,136,Holliston,2007,2006-11-07,"Remodel, Renovate Reconstruct And Expand Police Station Including Architectural And Engineering Services",Public Safety,,Pass,3444,2826
debt_exclusion,162,Lunenburg,2008,2006-11-07,Track And Field,Culture and Recreation,,Pass,2651,1594
debt_exclusion,202,New Braintree,2009,2006-11-07,Purchase And Equip A Fire Truck,Public Safety,,Pass,268,154
debt_exclusion,216,Northbridge,2008,2006-11-07,Amounts For Roof Replacements,General Government,,Pass,2913,1905
debt_exclusion,318,Wellfleet,2010,2006-11-14,Pay For Bonds Or Notes Issued By Town To Pay For Design And Siting Of A New Water Tower,Public Works and Facilities,,Pass,297,176
debt_exclusion,318,Wellfleet,2010,2006-11-14,Bonds Or Notes Issued By Town To Pay For Design Of A New Well Field At Old Boy Scout Campt,Culture and Recreation,,Pass,283,189
debt_exclusion,318,Wellfleet,2010,2006-11-14,Pay For Bonds Or Notes Issued By The Town To Pay For Design Of A New Transmission Main From The Boy Scout Well Field,Culture and Recreation,,Pass,281,191
debt_exclusion,001,Abington,2007,2006-12-02,"Finance Construction, And Equipping The Proposed Senior Citizen Center",Culture and Recreation,,Pass,829,418
debt_exclusion,001,Abington,2007,2006-12-02,Complete Replacement Of Windows At Early Childhood Center,School,,Pass,894,352
debt_exclusion,213,North Reading,2008,2006-12-05,"Purchase Of Modular Classrooms Including Design Specs, Installation, Furnishing And Equip. For Middle School",School,,Pass,473,372
debt_exclusion,102,Freetown,2007,2007-01-22,Purchase/Lease And Equip A New Or Late Model Ambulance For Fire Department,Public Safety,,Fail,297,321
debt_exclusion,102,Freetown,2007,2007-01-22,Lease Or Purchase Ande Equip New Or Late Model Pumper Truck For Fire Department,Public Safety,,Fail,214,401
debt_exclusion,102,Freetown,2007,2007-01-22,Purchase Street Sweeper For Highway Department,Public Works and Facilities,,Fail,189,427
debt_exclusion,266,Sharon,2008,2007-01-23,"Purchase Parcels Of Land In Sharon, Lakeview Street",General Government,,Pass,1411,332
debt_exclusion,117,Hadley,2008,2007-01-31,Purchase A Wheelchair Van For School Department,School,,Pass,183,130
debt_exclusion,117,Hadley,2008,2007-01-31,Purchase A Loader For The Highway Department,Public Works and Facilities,,Pass,171,142
debt_exclusion,118,Halifax,2008,2007-02-10,Capping Of The Hemlock Lane Landfill Including Engineering And All Other Costs,Public Works and Facilities,,Pass,219,172
capital_exclusion,296,Tisbury,2008,2007-02-24,"Funding Engineering, Surveying And Legal Services Required To Acquire A Roadway Easement From Edgartown Road To State Road",PUBLIC WORKS & FACILITIES,50000,Pass,459,381
debt_exclusion,344,Winchester,2008,2007-03-13,Pay Debt Service On A Bond To Acquire The Hamilton Farm Property,General Government,,Pass,5163,1389
debt_exclusion,134,Holden,2008,2007-03-17,"Construct And Equip A Public Safety Building On Property At 1384 Main Street, Including All Costs Thereto",Public Safety,,Pass,2221,1957
debt_exclusion,179,Mendon,2008,2007-03-22,"Remodel, Reconstruct, Repair Buildings Located On 8 Morrison Drive",General Operating,,Pass,337,136
debt_exclusion,179,Mendon,2008,2007-03-22,Purchase Parcel Of Land On Morrison Drive,General Government,,Pass,354,119
debt_exclusion,157,Lincoln,2008,2007-03-26,Purchase A New Fire Truck,Public Safety,,Pass,534,213
debt_exclusion,288,Sudbury,2008,2007-03-26,"Construct New Police Department And All Equipment-Technology, Landscaping , Bidding, Etc.",Public Safety,,Fail,1707,1762
capital_exclusion,288,Sudbury,2008,2007-03-26,Purchase A Fire Engine And Associated Equipment For The Fire Department,PUBLIC SAFETY,405000,Pass,2208,1262
debt_exclusion,067,Concord,2008,2007-03-27,"Finance Replacement Of Transportation Bldg, Human Resource And Financial Mgmt System, Repair And Renovation To Heating Systems, Cafeteria Renovation, Science Lab Improvements, Etc",General Government,,Pass,959,514
debt_exclusion,125,Harvard,2008,2007-03-30,Addition To Building For Use As A Public Library,Culture and Recreation,,Pass,1088,381
debt_exclusion,264,Scituate,2008,2007-03-31,"Purchase New Books, Desks And Chairs, And Computer Equipment For Public Schools",School,,Pass,3752,2419
debt_exclusion,307,Walpole,2008,2007-03-31,Funding Municipal And School Operating Budgets,General Government,,Fail,2937,4550
capital_exclusion,125,Harvard,2008,2007-04-03,6 Wheel Dump Truck With Plow For The Department Of Public Works,PUBLIC WORKS & FACILITIES,140000,Fail,512,1156
debt_exclusion,199,Needham,2008,2007-04-10,"Provide Arch. Design, Engineering, Addition, Construction, Upgrandes Of High Rock School And Pollard School",School,,Pass,4766,3252
debt_exclusion,089,Edgartown,2008,2007-04-12,Purchase Parcel Of Land Located On Robinson Road,General Government,,Pass,277,107
capital_exclusion,089,Edgartown,2008,2007-04-12,Construction Of A Concrete Boat Ramp On Chappaquiddick,CULTURE AND RECREATION,48000,Pass,214,171
capital_exclusion,251,Rockland,2008,2007-04-14,Installing A Roof At Memorial Library,CULTURE AND RECREATION,300000,Pass,1738,1482
debt_exclusion,299,Townsend,2008,2007-04-23,Purchase And Equip A 6 Wheel Dump/Plow Truck For The Highway Department,Public Works and Facilities,,Pass,208,151
debt_exclusion,296,Tisbury,2008,2007-04-24,Fund Position Of Full Time Fire Chief,Public Safety,,Fail,385,463
debt_exclusion,296,Tisbury,2008,2007-04-24,Replace The Roof Of Tisbury School Gymnasium,School,,Pass,672,173
debt_exclusion,296,Tisbury,2008,2007-04-24,Purchase And Equip New Ambulance For Tisbury Police-Ambulance Service,Public Safety,,Pass,549,291
debt_exclusion,296,Tisbury,2008,2007-04-24,Acquire Property To Be Utilized As Site Of New Emergency Services,Public Safety,,Fail,307,508
capital_exclusion,296,Tisbury,2008,2007-04-24,Dredging Of The Tashmoo Channel,PUBLIC WORKS & FACILITIES,40000,Pass,538,307
capital_exclusion,296,Tisbury,2008,2007-04-24,Fund Disability Program For Town Employees,GENERAL OPERATING,25000,Pass,501,339
debt_exclusion,315,Wayland,2008,2007-04-24,"Fund Town Building Repairs-School, Sidewalk Snow Plow",General Operating,,Pass,1663,605
debt_exclusion,318,Wellfleet,2008,2007-04-30,Purchase A New Street Sweeper,Public Works and Facilities,,Fail,275,294
debt_exclusion,318,Wellfleet,2008,2007-04-30,Design Of A New Fire Station,Public Safety,,Pass,314,264
debt_exclusion,318,Wellfleet,2008,2007-04-30,New Generator For Council On Aging Building,General Government,,Pass,291,269
debt_exclusion,242,Provincetown,2008,2007-05-01,"Repair Former Fire House No.2, 189 Commercial Street",Public Safety,,Pass,699,430
debt_exclusion,266,Sharon,2002,2007-05-01,Cost For Designs Of Town Offices And Library,Public Works and Facilities,,Fail,1425,1935
debt_exclusion,351,Yarmouth,2008,2007-05-01,"Finance Several Items For Different Departments-Windows-Library Heating System, Pavement, Etc",General Government,,Pass,1951,1907
debt_exclusion,298,Topsfield,2008,2007-05-03,Replace Asbury Street Bridge And Repair Rowley Bridge Road Bridge,Public Works and Facilities,,Pass,770,519
debt_exclusion,193,Monterey,2011,2007-05-05,Building Of A Salt Shed,Public Works and Facilities,,Pass,161,55
debt_exclusion,333,Weston,2008,2007-05-05,"Design,Engineer,Construct And Equip High School, Middle School Wastewater Treatment Facility, Dpw Equipment Replacement, Drainage Improvements; Sidewalk Recon.Police Info Systems Upgrade Fire Ladder Replacement; Etc.",General Government,,Pass,131,41
debt_exclusion,029,Bernardston,2008,2007-05-07,Purchase A New Fire Truck,Public Safety,,Pass,148,74
debt_exclusion,029,Bernardston,2008,2007-05-07,Build A New Safety Complex,Public Safety,,Pass,131,85
debt_exclusion,080,Dudley,2008,2007-05-07,"Relocate, Modernize And Expand The Pearle L. Crawford Memorial Librarly",Culture and Recreation,,Pass,948,684
debt_exclusion,120,Hampden,2009,2007-05-07,"Bonds For Road, Intersection And Drainage Improvement",Public Works and Facilities,,Pass,618,595
debt_exclusion,235,Phillipston,2009,2007-05-07,Pay For Roof Repairs At The Narragansett Regional High School,School,,Pass,148,111
debt_exclusion,051,Carlisle,2008,2007-05-08,"Financing Replacement Of Trans.Building,Resource And Manage.Sys.Classrooms. Lab, Alarm Systems To Concord-Carlisle Reg.School",School,,Pass,612,393
capital_exclusion,051,Carlisle,2008,2007-05-08,Public School Telephone System And Security Classroom Locks,SCHOOL,100000,Pass,536,469
capital_exclusion,051,Carlisle,2008,2007-05-08,Purchase Dpw Dump Truck,PUBLIC WORKS & FACILITIES,52000,Pass,596,415
debt_exclusion,105,Georgetown,2007,2007-05-08,Funding Georgetown School Budget,School,,Fail,754,1006
debt_exclusion,269,Sherborn,2008,2007-05-08,Fund Purchase Of Vehicles For The Department Of Community Maintenance Development,Public Works and Facilities,,Pass,551,422
debt_exclusion,269,Sherborn,2008,2007-05-08,Fund Replacement Fire Alarm Intercom System And Replace Windows At Elderly Housing Complax,General Government,,Pass,723,264
debt_exclusion,269,Sherborn,2008,2007-05-08,"Design,Bid,Construct Highway Garage For Dcmd",Public Works and Facilities,,Pass,561,354
debt_exclusion,280,Spencer,2008,2007-05-08,"Purchase Fire Ladder, Platform Truck, Rehab Town Hall, Expansion Of Sewer/Water Collect. And Undertake Prouty Park Renovation",General Government,,Fail,717,1261
capital_exclusion,300,Truro,2008,2007-05-08,Funding Brush Cutter/Mower/Tractor For Dpw,PUBLIC WORKS & FACILITIES,100000,Pass,222,149
debt_exclusion,104,Aquinnah,2008,2007-05-10,Pay For The Purchase Of A New Highway Department Dump Truck,Public Works and Facilities,,Pass,125,84
debt_exclusion,104,Aquinnah,2008,2007-05-10,Pay For The Bond Issue Or Borrowing In Order To Pay For The Preservation And Repair Of The Historic Old Town Hall,General Government,,Pass,160,52
capital_exclusion,158,Littleton,2008,2007-05-12,Replacement Of The Exhaust Fans At The Russell Street School,SCHOOL,15000,Pass,964,808
capital_exclusion,158,Littleton,2008,2007-05-12,Purchasing Portable Radios For The Police Department,PUBLIC SAFETY,22000,Pass,888,768
capital_exclusion,158,Littleton,2008,2007-05-12,Providing New And Upgraded Security And Communication Systems,SCHOOL,42200,Pass,974,806
capital_exclusion,158,Littleton,2008,2007-05-12,Replacement Of Computer Systems With Printers And Accessories For The School Department,SCHOOL,15500,Pass,964,808
debt_exclusion,172,Mashpee,2009,2007-05-12,Construct And Equip Mashpee Library,Culture and Recreation,,Pass,802,241
debt_exclusion,070,Dalton,2008,2007-05-14,Acquire A 6.32 Acre Of Land Located At Corner Of East Street And Housatonic Street,General Government,,Fail,317,772
debt_exclusion,070,Dalton,2008,2007-05-14,"Design, Construct And Equip A New Senior Center At Former High School",Culture and Recreation,,Fail,429,667
debt_exclusion,070,Dalton,2008,2007-05-14,"Design, Construct And Equip A New Library At High School",School,,Fail,425,670
debt_exclusion,070,Dalton,2008,2007-05-14,"Design,Construct And Equip Historical Museum And Offices To Connect Library And Senior Citizen Center",Culture and Recreation,,Fail,295,798
debt_exclusion,215,Northborough,2008,2007-05-14,Senior Center,Culture and Recreation,,Pass,1582,1225
debt_exclusion,215,Northborough,2008,2007-05-14,Library Expansion,Culture and Recreation,,Pass,1652,1165
debt_exclusion,228,Paxton,2008,2007-05-14,"Finance The Design, Construction, Equipping And Furnishing Of A New Public Safety Complex",Culture and Recreation,,Pass,461,399
debt_exclusion,345,Windsor,2009,2007-05-14,Purchase A New Truck For The Highway Department,Public Works and Facilities,,Pass,95,71
debt_exclusion,096,Falmouth,2008,2007-05-15,Bond Issued In Order To Pay For The New Silver Beach Sewer Project,Culture and Recreation,,Pass,3552,3295
debt_exclusion,096,Falmouth,2008,2007-05-15,Pay For Sludge Removal From Original Treatment Ponds At Wastewater Treatment Facility,Public Works and Facilities,,Pass,4435,2080
debt_exclusion,096,Falmouth,2008,2007-05-15,Purchase The 3.94 Acres Parcels Of Land,General Government,,Pass,3637,3020
debt_exclusion,126,Harwich,2008,2007-05-15,"Fund Repair Of Cove Road, Old Post Road, And Wayside Road",Public Works and Facilities,,Fail,796,1205
debt_exclusion,126,Harwich,2008,2007-05-15,Hire Project Manager To Perform Services Related To Const. Of A New Police Station,Public Safety,,Pass,1202,864
debt_exclusion,126,Harwich,2008,2007-05-15,Conduct  Comprehensive Wastewater Management Plan To - Nitrogen Limits,Public Works and Facilities,,Pass,1496,583
debt_exclusion,126,Harwich,2008,2007-05-15,Fund Road Maintenance,Public Works and Facilities,,Pass,1276,777
debt_exclusion,126,Harwich,2008,2007-05-15,Fund All Or Portion Of Land Formerly Owned By Julia T. Downey,General Government,,Fail,996,1017
capital_exclusion,126,Harwich,2008,2007-05-15,Removing And Replacing The Existing Fuel Storage System Located At Dpw Garage,PUBLIC WORKS & FACILITIES,210000,Pass,1029,1012
capital_exclusion,126,Harwich,2008,2007-05-15,Purchasing Or Leasing A New Roll-Off Truck,PUBLIC WORKS & FACILITIES,170000,Fail,817,1220
debt_exclusion,224,Orleans,2008,2007-05-15,Fund Local Share Of The Towns Ongoing Pavement Program To Repair And Resurface Town Roadways,Public Works and Facilities,,Pass,377,206
debt_exclusion,224,Orleans,2008,2007-05-15,Fumd Portion Of The Land Located At 58 Namequiot Rod Const. Of 6.45 Acres,General Government,,Pass,373,211
debt_exclusion,224,Orleans,2008,2007-05-15,Fund The Preparation Of Design Plans For The Replacement Of Bulkhead At Rock Harbor,Public Works and Facilities,,Pass,381,204
debt_exclusion,224,Orleans,2008,2007-05-15,Purchase An Aerial Ladder Truck For The Fire Department,Public Safety,,Pass,358,232
debt_exclusion,286,Stow,2010,2007-05-15,Renovations And Constructions Of Addition To Center School,School,,Pass,1311,497
debt_exclusion,286,Stow,2010,2007-05-15,Renovation Of Pompositticut School And Renovation To Center School,School,,Pass,1137,661
debt_exclusion,286,Stow,2010,2007-05-15,Purchase Of 13 Acres Of Land,General Government,,Fail,880,893
debt_exclusion,286,Stow,2010,2007-05-15,Finance Design And Development And Construction Of Recereational Facilities,Culture and Recreation,,Pass,951,820
debt_exclusion,317,Wellesley,2008,2007-05-15,Fund Work Assoc. With Protection And Preservation Of Morses Pond,General Government,,Pass,3448,1493
debt_exclusion,337,Whately,2008,2007-05-15,Photo Voltaic Panels For The Police Station,Public Safety,,Fail,114,206
debt_exclusion,337,Whately,2008,2007-05-15,Renovations Of Youth Center Into A Police Station,Public Safety,,Fail,130,191
debt_exclusion,055,Chatham,2008,2007-05-17,"Design And Reconstruction/Construction Of Various Projects Involving Roads, Intersections, Sidewalks And Bike Paths",Public Works and Facilities,,Pass,1081,476
debt_exclusion,055,Chatham,2008,2007-05-17,"Constructing, Renovating And Equipping A New Police Department/Town Offices Annex",Public Safety,,Pass,1002,569
debt_exclusion,055,Chatham,2008,2007-05-17,Purchasing The Mobil Station At 678 And 686 Main Street,Public Works and Facilities,,Fail,420,1059
capital_exclusion,055,Chatham,2008,2007-05-17,Funding Construction/Reconstruction Of A Parking Lot Behind The Colonial Building,GENERAL GOVERNMENT,500000,Pass,840,721
capital_exclusion,320,Wenham,2008,2007-05-17,"Funding Capital Improvements , Purchase Dump Truck For Highway Dept. And Retroffitting Of Elem. School",PUBLIC WORKS & FACILITIES,113000,Pass,425,206
capital_exclusion,253,Rowe,2011,2007-05-19,Capital Fund Stabilization Fund,GENERAL GOVERNMENT,161534,Pass,99,89
debt_exclusion,024,Belchertown,2008,2007-05-21,"Complete Second Playing Field; Upgrade Assessors Dept. Maps, Addition To Dpw Highway Garage, Etc",General Government,,Fail,202,366
debt_exclusion,024,Belchertown,2008,2007-05-21,Repairs To Loawrence Memorial Hall And Ems Building,General Government,,Fail,263,303
debt_exclusion,024,Belchertown,2008,2007-05-21,Replace Chestnut Hill Community School Roof And Purchase New Pumper Truck,General Government,,Pass,339,229
capital_exclusion,037,Boxborough,2008,2007-05-21,Replace Two 30 Yard Dumpsters,PUBLIC WORKS & FACILITIES,9000,Pass,358,230
capital_exclusion,078,Dover,2008,2007-05-21,Purchase Of A New Replacement Ambulance,PUBLIC SAFETY,137536,Pass,509,211
capital_exclusion,078,Dover,2008,2007-05-21,Purchase Of A New Replacement Fire Engine,PUBLIC SAFETY,491282,Pass,411,308
debt_exclusion,113,Great Barrington,2008,2007-05-21,"Purchase Parcels Of Land  At State Rd., North Street And Mechanic Street",General Government,,Pass,792,447
debt_exclusion,139,Hopkinton,2007,2007-05-21,Purchase A New Rescue Truck For Fire Department,Public Safety,,Pass,1761,1702
debt_exclusion,139,Hopkinton,2008,2007-05-21,Cost Estimates And Provide For Materials To Repair And Renovate Boiler And Heating System At Center Elementary School,School,,Pass,2416,1087
debt_exclusion,139,Hopkinton,2008,2007-05-21,"Repair, Maintenance, Renovation Of Middle School Exterior Walls And Roof",School,,Pass,2300,1243
debt_exclusion,139,Hopkinton,2008,2007-05-21,Construction Of  Athletic Fields Including Parking Areas,Culture and Recreation,,Fail,1634,1930
debt_exclusion,139,Hopkinton,2008,2007-05-21,"Estimates, Costs, Materials To Repair And Make Improvements To Athletic Fields",Culture and Recreation,,Fail,1450,1981
capital_exclusion,139,Hopkinton,2008,2007-05-21,Purchase Dump Truck With Plow For Department Of Public Works,PUBLIC WORKS & FACILITIES,180000,Fail,945,2393
capital_exclusion,139,Hopkinton,2008,2007-05-21,Purchase Plow With Sander For Public Works Department,CULTURE AND RECREATION,150000,Fail,1109,2270
debt_exclusion,155,Lexington,2008,2007-06-05,"Design, Engineer, Construct And Equip New Public Works Facility",Public Works and Facilities,,Pass,6013,5684
debt_exclusion,197,Nantucket,2008,2007-06-05,"Fire Engine; Construction Of 2nd Story Marine And Resourses Bldg.; Building Improvements To Elem.School, Middle School And High School - Improvements To Bus Lane-Side Walk Road, Etc.",General Government,,Pass,363,314
